Id,Label,movie_count,avg_vote_average,years_active,top_genre,genre_1,genre_2,genre_3,movie_list
172756,Jennifer Kim,30,4.61,2008-2020,Comedy,Comedy,Drama,Thriller,Monster (2008); Confessions of a Shopaholic (2009); We Need to Talk About Kevin (2011); The Bourne Legacy (2012); First Winter (2012); The Unity of All Things (2013); Thanksgiving (2014); Obvious Child (2014); Listen Up Philip (2014); Wild Canaries (2014); Be with Me (The Notebook) (2014); Super Sleuths (2014); High and Dry (2014); Devil Town (2015); Lace Crater (2015); My Entire High School Sinking Into the Sea (2016); 10 Crosby (2016); Dramatic Relationships (2016); The Zeno Question (2016); Spider-Man: Homecoming (2017); The Incredible Jessica James (2017); Newly Single (2017); Super Detention (2017); Kimchi (2018); Progress Bar (2018); Corporate Animals (2019); Black Bear (2020); I Blame Society (2020); She Dies Tomorrow (2020); The Dark End of the Street (2020)
172794,Jennifer L. Marshall,13,5.38,2014-2020,Drama,Drama,Thriller,Science Fiction,Age of Tomorrow (2014); Polis (2014); Obituaries (2014); Imperium (2016); A Doggone Hollywood (2017); The Wrong Nanny (2017); Another Time (2018); Warfighter (2018); The Nanny (2018); Stuber (2019); Roswell: Mysteries Decoded (2019); Dying to be a Cheerleader (2020); Cheer Camp Killer (2020)
172805,Jennifer Lafleur,23,5.19,2008-2020,Drama,Drama,Comedy,Horror,"Baghead (2008); Witchcraft 13: Blood of the Chosen (2008); Jeff, Who Lives at Home (2012); The Do-Deca-Pentathlon (2012); The Pretty One (2014); Mutual Friends (2014); The Skeleton Twins (2014); NEW (2014); Lamb (2015); The Middle Distance (2015); The Midnight Swim (2015); 6 Years (2015); Holidays (2016); Mad (2016); Havenhurst (2016); Six L.A. Love Stories (2016); No Light and No Land Anywhere (2017); Lost & Found (2017); 6 Dynamic Laws for Success (in Life, Love & Money) (2018); Light Years (2019); Making Babies (2019); My Evil Stepdad (2019); Fully Realized Humans (2020)"
172828,Jennifer Lawrence,37,6.06,2008-2019,Documentary,Documentary,Drama,Science Fiction,"The Burning Plain (2008); Garden Party (2008); The Poker House (2008); Winter's Bone (2010); X-Men: First Class (2011); The Beaver (2011); Like Crazy (2011); Wide-Awake (2012); Silver Linings Playbook (2012); The World Is Watching: Making the Hunger Games (2012); The Hunger Games (2012); House at the End of the Street (2012); The Hunger Games: Catching Fire (2013); American Hustle (2013); The Devil You Know (2013); The Hunger Games: Mockingjay - Part 1 (2014); The Making of American Hustle (2014); Serena (2014); X-Men: Days of Future Past - Kitchen Sequence (2014); Surviving the Game: Making The Hunger Games: Catching Fire (2014); X-Men: Days of Future Past (2014); The Mockingjay Lives: The Making of the Hunger Games: Mockingjay Part 1 (2015); Straight from the Heart: A Tribute to Philip Seymour Hoffman (2015); Joy (2015); The Hunger Games: Mockingjay - Part 2 (2015); Mutant vs. Machine - The Making of 'X-Men: Days of Future Past' (2015); David Blaine: Beyond Magic (2016); A Beautiful Planet (2016); Passengers (2016); X-Men: Apocalypse (2016); 100 Years (2017); mother! (2017); mother! The Downward Spiral (2017); Red Sparrow (2018); Dark Phoenix (2019); Love, Antosha (2019); Unbreaking America (2019)"
172843,Jennifer Lee Wiggins,10,4.28,2003-2020,Science Fiction,Science Fiction,Action,Horror,Julie & Jack (2003); King of the Lost World (2005); Shapeshifter (2005); The 9/11 Commission Report (2006); I Am Omega (2007); Bone Eater (2008); American Exorcism (2017); Hornet (2018); Arctic Apocalypse (2019); Asteroid-a-Geddon (2020)
172863,Jennifer Lim,16,4.35,2000-2020,Drama,Drama,Comedy,Horror,"Happy M’Gee (2000); Code 46 (2003); Hostel (2006); When Evil Calls (2006); Hostel Dissected (2006); Isolation 9 (2006); The Savages (2007); 27 Dresses (2008); Scream Queens: Horror Heroines Exposed (2014); A Monster Calls (2016); Foot in Mouth (2016); Tracks (2017); Impossible Monsters (2019); The Stand In (2020); Leviathan Cycle, Episode 4: Jamila (2020); Red (2020)"
172875,Jennifer Lopez,47,6.46,2000-2020,Comedy,Comedy,Documentary,Music,Jennifer Lopez | Feelin' So Good (2000); The Cell (2000); The Wedding Planner (2001); MTV Icon: Janet Jackson (2001); Angel Eyes (2001); The Bronze Screen: 100 Years of the Latino Image in American Cinema (2002); Enough (2002); The Best of Max (2002); Maid in Manhattan (2002); Michael Jackson: Number Ones (2003); 101 Most Shocking Moments in Entertainment (2003); Gigli (2003); Michael Jackson: The One (2004); Jersey Girl (2004); Shall We Dance? (2004); Celia Cruz | ¡Azúcar! (2004); An Unfinished Life (2005); Monster-in-Law (2005); El Cantante (2006); Bordertown (2007); Feel The Noise (2007); The Back-Up Plan (2010); Teenage Paparazzo (2010); Scrat's Continental Crack-Up: Part 2 (2011); Ice Age: Continental Drift (2012); FOX 25th Anniversary Special (2012); What to Expect When You're Expecting (2012); $ellebrity (2013); Parker (2013); Jennifer Lopez: Dance Again (2014); The Latin Explosion: A New America (2015); Jennifer Lopez | iHeartRadio Music Festival (2015); Lila & Eve (2015); Home (2015); The Boy Next Door (2015); J. Lo: Let's Get Real (2016); Scrat: Spaced Out (2016); Ice Age: Collision Course (2016); Chris Brown: Welcome to My Life (2017); Jennifer Lopez | Tidal X Brooklyn (2017); Second Act (2018); Jennifer Lopez: Super Bowl Saturday Night (2018); Elvis All-Star Tribute (2019); Hustlers (2019); Celebrity Escape Room (2020); FINE. (2020); One World: Together at Home (2020)
172882,Jennifer Love Hewitt,23,5.79,2000-2020,Comedy,Comedy,Romance,Drama,"The Audrey Hepburn Story (2000); Heartbreakers (2001); AFI's 100 Years... 100 Passions: America's Greatest Love Stories (2002); The Tuxedo (2002); The Hunchback of Notre Dame II (2002); The Adventures of Tom Thumb and Thumbelina (2003); Garfield (2004); If Only (2004); A Christmas Carol (2004); Garfield: Bringing the Cat to Life (2004); The Truth About Love (2005); Confessions of a Sociopathic Social Climber (2005); Garfield: A Tail of Two Kitties (2006); Shortcut to Happiness (2007); Delgo (2008); Tropic Thunder (2008); Yes, Virginia (2009); The Client List (2010); The Lost Valentine (2011); Café (2011); Jewtopia (2012); Betty White: First Lady of Television (2018); The Paley Center Salutes Law & Order: SVU (2020)"
172922,Jennifer Massey,12,1.36,2000-2015,Comedy,Comedy,Drama,Romance,Ophelia Learns To Swim (2000); Random Shooting in LA (2002); Wedding Crashers (2005); Graduation (2007); All Roads Lead Away (2008); Please Forward (2009); Number One With a Bullet (2010); Liability (2010); Lake Effects (2012); Remorseless (2012); Uke & Trust Me (2014); The Greater Evil (2015)
172952,Jennifer Miller,13,5.48,2004-2019,Family,Family,Comedy,Animation,"Tod Browning's 'Freaks': The Sideshow Cinema (2004); Santana: In Concert (2005); Lucky Number Slevin (2006); American Pie Presents: The Naked Mile (2006); True Confessions of a Hollywood Starlet (2008); Bitch Slap (2009); The Swan Princess Christmas (2012); The Swan Princess: A Royal Family Tale (2014); The Swan Princess: Princess Tomorrow, Pirate Today! (2016); The Swan Princess: Royally Undercover (2017); The Swan Princess: A Royal Myztery (2018); Chained for Life (2019); The Swan Princess: Kingdom of Music (2019)"
172966,Jennifer Morrison,36,5.68,2000-2019,Drama,Drama,Comedy,Action,Urban Legends: Final Cut (2000); 100 Women (2002); Big Shot: Confessions of a Campus Bookie (2002); Grind (2003); Surviving Christmas (2004); The Sure Hand of God (2004); Mr. & Mrs. Smith (2005); 51/50 Mall Cop (2005); Flourish (2006); Big Stan (2007); The Murder of Princess Diana (2007); Final Approach (2008); Star Trek (2009); Table for Three (2009); Five (2011); Warrior (2011); Some Girl(s) (2013); Event 15 (2013); The Web (2013); Knife Fight (2013); To Dust Return (2015); Mattresside (2015); Warning Labels (2015); Albion: The Enchanted Stallion (2016); The Darkness (2016); Sun Dogs (2017); Amityville: The Awakening (2017); Assassination Nation (2018); SuperFly (2018); Alex & the List (2018); All Creatures Here Below (2019); Back Roads (2019); The Report (2019); Bombshell (2019); Batman: Hush (2019); The Tattooed Heart (2019)
172971,Jennifer Mudge,12,4.48,2010-2020,Drama,Drama,Comedy,History,You Don't Know Jack (2010); Price Check (2012); The Stand Up (2012); Lefty Loosey Righty Tighty (2012); Dead Man Down (2013); My America (2014); Knucklehead (2015); Nostalgia (2018); The Irishman (2019); Twelve (2019); Beautiful Dreamer (2020); The Drummer (2020)
172977,Jennifer Nangle,11,3.01,2017-2020,Horror,Horror,Comedy,Thriller,10/31 (2017); Irrational Fear (2017); 10/31 Part 2 (2019); Theatre of the Deranged III (2019); 5G Zombies (2020); Angry Asian Murder Hornets (2020); Paranormal Attraction (2020); Paranoia Tapes 5: Rewind (2020); Arachnado (2020); Meathook Massacre Part VI: Bloodline (2020); Horror Nights (2020)
173050,Jennifer Pierce Mathus,10,4.57,2012-2020,Drama,Drama,Thriller,Mystery,The Show Must Go On (2012); S for Sally (2013); Dark Places (2015); Forced Move (2016); Assimilate (2019); Door in the Woods (2019); Our Friend (2019); Freaky (2020); Uncorked (2020); All That You Love Will Be Carried Away (2020)
173065,Jennifer Prediger,19,4.97,2011-2020,Comedy,Comedy,Drama,Romance,Uncle Kent (2011); Bad Penny (2012); Life of Crime (2013); The Foxy Merkins (2013); A Teacher (2013); Apartment Troubles (2014); Abby Singer/Songwriter (2015); Devil Town (2015); 7 Chinese Brothers (2015); The Strange Eyes of Dr. Myes (2015); Applesauce (2015); First Girl I Loved (2016); Rainbow Time (2016); Infinity Baby (2017); Newly Single (2017); Josie (2018); Funeral (2018); Frances Ferguson (2019); Dinner in America (2020)
173155,Jennifer Saunders,24,5.29,2000-2019,Comedy,Comedy,Family,Animation,Mirrorball (2000); French & Saunders - Live (2000); Kirsty: The Life and Songs of Kirsty MacColl (2001); Shrek 2 (2004); Remember the Secret Policeman's Ball? (2004); French & Saunders: Still Alive (2008); Coraline (2009); The Hunt for Tony Blair (2011); French & Saunders: The Ingenue Years (2011); Five Go to Rehab (2012); The Spice Girls Story: Viva Forever! (2012); 30 Years of Comic Strip (2012); The Boy in the Dress (2014); Stick Man (2015); Minions (2015); Absolutely Fabulous: The Movie (2016); Sing (2016); British Sitcom: 60 Years of Laughing at Ourselves (2016); We Love Sitcom (2016); 300 Years of French & Saunders (2017); Patrick (2018); Grandpa's Great Escape (2018); Chuck Steel: Night of the Trampires (2018); Isn't It Romantic (2019)
173165,Jennifer Schwalbach Smith,18,5.82,2001-2020,Comedy,Comedy,Documentary,Action,Jay and Silent Bob Strike Back (2001); The Concert for New York City (2001); Why I Love New #*$%!&@ York (2001); Now You Know (2002); Jersey Girl (2004); An Evening with Kevin Smith 2: Evening Harder (2006); Clerks II (2006); Back to the Well: 'Clerks II' (2006); Zack and Miri Make a Porno (2008); Sold Out: A Threevening with Kevin Smith (2008); Popcorn Porn: Watching 'Zack and Miri Make a Porno' (2009); Red State (2011); Jay and Silent Bob's Super Groovy Cartoon Movie (2013); Tusk (2014); Yoga Hosers (2016); Jay and Silent Bob Reboot (2019); Walrus Yes: The Making of Tusk (2019); Magnum Dopus (2020)
173186,Jennifer Siebel Newsom,13,5.25,2003-2019,Drama,Drama,Thriller,Comedy,Something's Gotta Give (2003); Dinocroc (2004); Zen Noir (2004); Rent (2005); In the Valley of Elah (2007); Bone Dry (2007); Fall Guy: The John Stewart Story (2007); April Fool's Day (2008); Aliens on Crack (2009); The Nanny Express (2009); Tales of an Ancient Empire (2010); Miss Representation (2011); This Changes Everything (2019)
173227,Jennifer Stone,11,5.75,2003-2019,Comedy,Comedy,Family,TV Movie,Secondhand Lions (2003); Dadnapped (2009); Wizards of Waverly Place: The Movie (2009); Wizards on Deck with Hannah Montana (2009); Harriet the Spy: Blog Wars (2010); Mean Girls 2 (2011); Deadtime Stories: Grave Secrets (2012); The Wizards Return: Alex vs. Alex (2013); Nothing Left to Fear (2013); High School Possession (2014); Santa Girl (2019)
173258,Jennifer Tilly,47,5.43,2000-2019,Comedy,Comedy,Drama,Thriller,"Bruno (2000); The Crew (2000); Monsters, Inc. (2001); Dirt (2001); Sister Mary Explains It All (2001); Relative Evil (2001); Dancing at the Blue Iguana (2001); The Cat's Meow (2001); The Women (2002); The Haunted Mansion (2003); Jericho Mansions (2003); Happy End (2003); A Dairy Tale (2004); Second Best (2004); Love on the Side (2004); Perfect Opposites (2004); El padrino: The Latin Godfather (2004); Seed of Chucky (2004); Home on the Range (2004); Tideland (2005); The Civilization of Maxwell Bright (2005); Chucky's Family Vacation (2005); Bailey's Billion$ (2005); Lil' Pimp (2005); The Initiation of Sarah (2006); The Pixar Story (2007); Bart Got a Room (2008); Deal (2008); Inconceivable (2008); The Caretaker (2008); Starz Inside: Sex and the Cinema (2009); An American Girl: Chrissa Stands Strong (2009); Official Rejection (2009); Made in Romania (2010); The Making of Plus One (2010); 30 Beats (2012); Curse of Chucky (2013); The Secret Lives of Dorks (2013); Return to Babylon (2013); Femme Fatales with Gina Gershon and Jennifer Tilly (2014); Unity (2015); A Cinderella Story: If the Shoe Fits (2016); A Wig and a Prayer: The Peaches Christ Story (2016); Crazy About Tiffany's (2016); Cult of Chucky (2017); Ray Meets Helen (2018); 7 Days to Vegas (2019)"
173322,Jennifer Westfeldt,10,3.75,2001-2016,Comedy,Comedy,Romance,Drama,See Jane Run (2001); Kissing Jessica Stein (2002); 50 Ways to Leave Your Lover (2004); Keep Your Distance (2005); Ira & Abby (2006); Before You Say 'I Do' (2009); Conan O'Brien Can't Stop (2011); Friends with Kids (2012); 10 Crosby (2016); Lemon (2016)
173365,Jennii Caroline,15,0.81,2010-2020,Horror,Horror,Comedy,Thriller,"The Legacy of Boggy Creek (2010); Terror at Black Tree Forest (2010); Silly Scaries (2011); 7 Down (2011); Black Tree Forest III (2013); Die Sister, Die! (2013); Gloved Murderess (2014); Silent Night, Bloody Night 2: Revival (2015); Amityville Toybox (2016); Camp Blood 4 (2016); Night of the Clown (2016); The Dummy 2 (2016); Clowns of Halloween (2019); Frames of Fear III (2020); I Drip Blood on Your Grave (2020)"
173378,Jenny Agutter,18,5.87,2000-2019,Drama,Drama,Adventure,Comedy,The Railway Children (2000); The Parole Officer (2001); At Dawning (2002); The Perfect Scary Movie (2005); Irina Palm (2007); The Magic Door (2007); Act of God (2009); Beware the Moon: Remembering 'An American Werewolf in London' (2009); Glorious 39 (2009); Burke & Hare (2010); The Mapmaker (2012); Outside Bet (2012); The Avengers (2012); Captain America: The Winter Soldier (2014); Queen of the Desert (2015); Tin (2015); Nicolas Roeg: It's About Time... (2015); Sometimes Always Never (2019)
173450,Jenny Gabrielle,23,5.49,2001-2019,Drama,Drama,Comedy,Action,Festival in Cannes (2001); Elvis Has Left the Building (2004); Going Shopping (2005); Dreamland (2006); Employee of the Month (2006); The Astronaut Farmer (2007); Spy School (2008); Georgia O'Keeffe (2009); The Dry Land (2010); Seal Team Six: The Raid on Osama Bin Laden (2012); Dark Around the Stars (2013); Banshee Chapter (2013); Sweetwater (2013); Force of Execution (2014); Outlaw Prophet: Warren Jeffs (2014); Jane Got a Gun (2015); Maze Runner: The Scorch Trials (2015); The Lost Pueblo (2016); The Space Between Us (2017); Only the Brave (2017); A Mother's Crime (2017); Ideal Home (2018); The Kid (2019)
173452,Jenny Galloway,10,5.79,2001-2020,Drama,Drama,Comedy,Romance,The Hunt (2001); About a Boy (2002); Johnny English (2003); A Christmas Carol (2004); In Tranzit (2008); Les Misérables: 25th Anniversary in Concert (2010); London Road (2015); Crooked House (2017); Mamma Mia! Here We Go Again (2018); Come Away (2020)
173551,Jenny McCarthy,13,4.5,2000-2015,Comedy,Comedy,TV Movie,Horror,Scream 3 (2000); Python (2000); Scary Movie 3 (2003); Playboy's 50th Anniversary Celebration (2003); Dirty Love (2005); John Tucker Must Die (2006); Santa Baby (2006); Playmate of the Year: Collection - The '90s (2006); Witless Protection (2008); Wieners (2008); Santa Baby 2 (2009); A Turtle's Tale: Sammy's Adventures (2010); Tooken (2015)
173564,Jenny Mollen,11,4.74,2003-2016,Comedy,Comedy,Romance,Horror,"Searching for Haizmann (2003); D.E.B.S. (2005); Return of the Living Dead: Rave to the Grave (2005); Ring Around the Rosie (2006); Cattle Call (2006); My Best Friend's Girl (2008); Kidnapping Caitlynn (2009); Crazy, Stupid, Love. (2011); L!fe Happens (2011); Extracted (2012); Amateur Night (2016)"
173574,Jenny O'Hara,24,5.07,2000-2020,Drama,Drama,Comedy,Romance,1961 (2000); The Truth About Jane (2000); If These Walls Could Talk 2 (2000); Nancy Drew (2002); Mystic River (2003); Matchstick Men (2003); Forty Shades of Blue (2005); Two Weeks (2006); The Christmas Miracle of Jonathan Toomey (2007); Extract (2009); Devil (2010); How to Make Love to a Woman (2010); Hit List (2011); Sassy Pants (2012); The Sacred (2012); As High as the Sky (2013); BFFs (2014); You Cast A Spell On Me (2015); Martha (2015); Emily (2017); Duck Butter (2018); 30 Nights (2018); Transparent: Musicale Finale (2019); Killing Eleanor (2020)
173604,Jenny Rose,19,4.65,2000-2019,Action,Action,Drama,Comedy,Thumbtanic (2000); Thumb Wars/Thumbtanic Thumb Double Feature (2002); WSU Mutiny (2014); ROH: Future of Honor 2 (2014); WSU United (2014); ROH: Future of Honor One (2014); WSU Power (2015); WSU 8th Anniversary Show (2015); Queens Of Combat 5 (2015); Queens Of Combat  6 (2015); ROH: Women of Honor (2016); WWR Adios Aurora (2017); ROH: Best In The World (2018); ROH: Masters of The Craft (2018); ROH: Manhattan Mayhem VII (2018); ROH: Honor Reigns Supreme (2019); ROH: Best In The World (2019); ROH: Honor For All (2019); ROH: Unauthorized (2019)
