Source,Target,Type,Weight
77429,178246,Undirected,2
219220,304437,Undirected,2
219220,320828,Undirected,3
49476,127051,Undirected,2
144289,312858,Undirected,2
200371,213401,Undirected,2
237803,312858,Undirected,2
104362,365719,Undirected,2
79539,324383,Undirected,2
24989,241299,Undirected,2
3378,62312,Undirected,2
3378,96379,Undirected,2
3378,243557,Undirected,3
33953,62312,Undirected,2
33953,106634,Undirected,2
62312,96379,Undirected,2
62312,106634,Undirected,2
62312,181522,Undirected,2
96379,106634,Undirected,2
96379,141090,Undirected,2
96379,181522,Undirected,2
96379,243557,Undirected,2
106634,141090,Undirected,2
106634,243557,Undirected,4
106634,248995,Undirected,2
141090,181522,Undirected,2
141090,243557,Undirected,2
243557,248995,Undirected,2
67970,80266,Undirected,10
67970,88433,Undirected,10
67970,296535,Undirected,2
80266,88433,Undirected,10
80266,296535,Undirected,2
88433,296535,Undirected,2
67970,319183,Undirected,8
80266,319183,Undirected,8
88433,319183,Undirected,8
180783,188044,Undirected,2
40093,69873,Undirected,2
40093,252309,Undirected,2
69598,69873,Undirected,2
69873,252309,Undirected,2
101618,264231,Undirected,2
101618,274129,Undirected,2
101618,341916,Undirected,2
264231,274129,Undirected,2
264231,341916,Undirected,2
274129,341916,Undirected,2
166240,214111,Undirected,2
90870,170426,Undirected,2
35771,96518,Undirected,2
90508,95760,Undirected,3
90508,96518,Undirected,2
95760,96518,Undirected,2
96518,292817,Undirected,2
22774,363005,Undirected,2
169723,260887,Undirected,2
33816,76850,Undirected,2
33816,190645,Undirected,2
33816,353193,Undirected,2
33816,378177,Undirected,2
46768,161725,Undirected,2
46768,190645,Undirected,2
46768,353193,Undirected,2
76850,161725,Undirected,3
76850,353193,Undirected,5
161725,298953,Undirected,3
161725,353193,Undirected,3
161725,378177,Undirected,3
190645,257257,Undirected,2
190645,353193,Undirected,2
190645,378177,Undirected,2
298953,353193,Undirected,3
353193,378177,Undirected,5
68910,161725,Undirected,2
68910,323773,Undirected,2
68910,353193,Undirected,3
76850,323773,Undirected,2
298953,323773,Undirected,2
323773,353193,Undirected,2
323773,378177,Undirected,2
39372,76850,Undirected,2
39372,257257,Undirected,2
39372,353193,Undirected,2
39372,378177,Undirected,2
151714,156663,Undirected,2
32146,147928,Undirected,2
32146,324524,Undirected,2
147928,324524,Undirected,2
27557,240463,Undirected,2
240463,310585,Undirected,2
310585,375764,Undirected,2
20511,92927,Undirected,2
27557,92927,Undirected,2
28330,248939,Undirected,2
88686,104102,Undirected,2
159981,170907,Undirected,2
159981,387877,Undirected,3
170907,225212,Undirected,2
190661,250271,Undirected,2
190661,387877,Undirected,2
225212,250271,Undirected,2
250271,387877,Undirected,2
229405,300295,Undirected,2
13308,47959,Undirected,2
39466,220000,Undirected,2
29080,71567,Undirected,2
29080,85564,Undirected,2
29080,299702,Undirected,3
299702,370037,Undirected,2
267286,328093,Undirected,2
272554,328093,Undirected,2
2585,117627,Undirected,2
139963,181938,Undirected,3
181938,250269,Undirected,3
181938,368258,Undirected,3
19442,264542,Undirected,2
264542,361672,Undirected,2
180466,295401,Undirected,2
163386,187465,Undirected,2
163386,238750,Undirected,2
163386,365012,Undirected,2
137300,200477,Undirected,2
200477,373216,Undirected,2
76185,363729,Undirected,2
264897,383523,Undirected,2
57308,371892,Undirected,2
49476,305226,Undirected,2
146752,262660,Undirected,2
167435,312943,Undirected,2
167435,374896,Undirected,2
77849,137539,Undirected,2
60979,92984,Undirected,2
90425,140538,Undirected,2
106634,256434,Undirected,2
106634,296447,Undirected,4
106634,310585,Undirected,4
106634,375764,Undirected,4
296447,375764,Undirected,5
25666,166144,Undirected,2
25666,167014,Undirected,2
25666,210363,Undirected,2
69992,166144,Undirected,2
69992,167014,Undirected,2
69992,210363,Undirected,2
166144,167014,Undirected,3
166144,210363,Undirected,2
167014,210363,Undirected,2
265598,298091,Undirected,2
33768,56949,Undirected,3
33768,351738,Undirected,2
56949,185659,Undirected,4
56949,220329,Undirected,2
56949,254308,Undirected,2
56949,317975,Undirected,2
56949,351738,Undirected,2
185659,351738,Undirected,2
254308,351738,Undirected,2
300043,317975,Undirected,3
34033,265699,Undirected,2
73164,265699,Undirected,2
181600,383736,Undirected,2
97503,106525,Undirected,2
97503,147329,Undirected,2
97503,206172,Undirected,2
97503,355570,Undirected,2
106525,147329,Undirected,2
106525,206172,Undirected,2
106525,355570,Undirected,2
147329,206172,Undirected,2
147329,355570,Undirected,2
188322,206172,Undirected,2
206172,355570,Undirected,4
131637,334205,Undirected,2
131637,354816,Undirected,2
53043,133511,Undirected,2
65299,128298,Undirected,2
65299,215969,Undirected,2
128298,215969,Undirected,2
266933,301045,Undirected,2
266933,321874,Undirected,2
301045,321874,Undirected,2
203631,215969,Undirected,2
188589,210808,Undirected,2
212348,217916,Undirected,2
101699,102973,Undirected,2
101699,260889,Undirected,2
23212,127098,Undirected,4
23212,359352,Undirected,2
67496,127098,Undirected,3
127098,156376,Undirected,2
127098,285408,Undirected,3
156376,212571,Undirected,3
156376,359352,Undirected,2
275083,359352,Undirected,3
285408,359352,Undirected,2
42242,206792,Undirected,2
95046,224866,Undirected,2
122576,280128,Undirected,2
250271,280128,Undirected,2
217162,263169,Undirected,2
56898,212693,Undirected,2
77237,112519,Undirected,3
77237,164421,Undirected,4
77237,284633,Undirected,12
77237,364127,Undirected,2
77237,364769,Undirected,2
112519,250618,Undirected,2
112519,299956,Undirected,2
112519,314035,Undirected,2
112519,364127,Undirected,5
164421,364127,Undirected,3
186471,250618,Undirected,2
186471,299956,Undirected,2
186471,314035,Undirected,2
186471,364127,Undirected,2
250618,314035,Undirected,2
284633,299956,Undirected,4
284633,364127,Undirected,2
284633,364769,Undirected,2
299956,314035,Undirected,2
314035,364127,Undirected,4
314035,364769,Undirected,2
364127,364769,Undirected,2
189830,207716,Undirected,4
189830,282642,Undirected,3
189830,314035,Undirected,4
189830,364127,Undirected,4
207716,282642,Undirected,3
207716,314035,Undirected,4
207716,364127,Undirected,11
266575,364769,Undirected,2
282642,314035,Undirected,4
282642,364127,Undirected,3
77237,118564,Undirected,8
77237,296886,Undirected,2
77237,364638,Undirected,3
118564,364638,Undirected,3
296886,358923,Undirected,2
36429,77237,Undirected,2
36429,112519,Undirected,4
36429,118564,Undirected,3
36429,364127,Undirected,15
118564,284633,Undirected,8
118564,364127,Undirected,3
61634,363462,Undirected,2
219220,334310,Undirected,2
112519,302304,Undirected,4
59291,380399,Undirected,7
59291,387558,Undirected,8
59291,388027,Undirected,11
76083,133511,Undirected,2
380399,387558,Undirected,5
380399,388027,Undirected,7
387558,388027,Undirected,8
36429,72109,Undirected,3
72109,364127,Undirected,5
26149,77237,Undirected,2
26149,348909,Undirected,2
36429,49961,Undirected,2
49961,380399,Undirected,4
236540,253912,Undirected,2
256495,290955,Undirected,2
91613,266575,Undirected,2
31744,196124,Undirected,2
224606,256495,Undirected,2
246930,296601,Undirected,2
52136,84338,Undirected,2
179029,193279,Undirected,2
168092,254061,Undirected,7
168092,259989,Undirected,3
168092,320265,Undirected,3
254061,259989,Undirected,3
254061,320265,Undirected,3
259989,320265,Undirected,3
164455,265459,Undirected,2
21258,142149,Undirected,4
21258,181707,Undirected,3
21258,183116,Undirected,2
21258,184745,Undirected,3
21258,186906,Undirected,5
21258,265988,Undirected,4
21258,314901,Undirected,3
21258,340974,Undirected,4
21258,377973,Undirected,3
142149,181707,Undirected,4
142149,183116,Undirected,2
142149,184745,Undirected,3
142149,186906,Undirected,5
142149,265988,Undirected,4
142149,314901,Undirected,3
142149,340974,Undirected,4
142149,377973,Undirected,4
181707,183116,Undirected,2
181707,184745,Undirected,3
181707,186906,Undirected,4
181707,265988,Undirected,4
181707,314901,Undirected,3
181707,340974,Undirected,4
181707,377973,Undirected,4
183116,184745,Undirected,3
183116,186906,Undirected,3
183116,265988,Undirected,3
183116,340974,Undirected,3
183116,377973,Undirected,2
184745,265988,Undirected,4
184745,314901,Undirected,3
184745,340974,Undirected,4
184745,377973,Undirected,3
186906,265988,Undirected,5
186906,314901,Undirected,4
186906,340974,Undirected,5
186906,377973,Undirected,4
265988,314901,Undirected,4
265988,340974,Undirected,5
265988,377973,Undirected,4
314901,340974,Undirected,4
314901,377973,Undirected,3
340974,377973,Undirected,4
172611,194567,Undirected,2
53056,296097,Undirected,2
187426,208816,Undirected,2
190587,190661,Undirected,3
190587,208816,Undirected,3
190587,238308,Undirected,3
190587,276778,Undirected,2
190587,316502,Undirected,3
190587,365012,Undirected,3
190587,365606,Undirected,3
190587,387914,Undirected,3
190661,208816,Undirected,3
190661,238308,Undirected,3
190661,276778,Undirected,3
190661,316502,Undirected,3
190661,365012,Undirected,3
190661,365606,Undirected,3
190661,387914,Undirected,3
208816,238308,Undirected,3
208816,276778,Undirected,2
208816,316502,Undirected,3
208816,365012,Undirected,3
208816,365606,Undirected,3
238308,276778,Undirected,2
238308,316502,Undirected,3
238308,365012,Undirected,3
238308,365606,Undirected,3
238308,387914,Undirected,3
276778,316502,Undirected,2
276778,365012,Undirected,2
276778,365606,Undirected,2
276778,387914,Undirected,2
316502,365012,Undirected,3
316502,365606,Undirected,3
365012,365606,Undirected,3
365606,387914,Undirected,3
184463,264028,Undirected,3
44079,314666,Undirected,2
44079,316569,Undirected,3
186484,314666,Undirected,2
314666,316569,Undirected,2
3378,344698,Undirected,2
31830,196014,Undirected,2
106634,193849,Undirected,4
106634,196014,Undirected,2
106634,344698,Undirected,2
181522,196014,Undirected,2
196014,344698,Undirected,2
71401,73374,Undirected,2
313645,314927,Undirected,2
245964,334300,Undirected,2
313921,334300,Undirected,2
234344,315918,Undirected,2
176546,303365,Undirected,2
188109,324807,Undirected,2
61293,129757,Undirected,2
46670,151148,Undirected,2
46670,249518,Undirected,4
46670,280128,Undirected,3
151148,356794,Undirected,2
170907,356794,Undirected,3
249518,356794,Undirected,3
280128,356794,Undirected,2
248939,300193,Undirected,2
184339,352082,Undirected,3
57009,162138,Undirected,2
161309,261197,Undirected,2
85564,102914,Undirected,2
130522,181793,Undirected,2
24136,363777,Undirected,2
334401,366381,Undirected,2
48194,230208,Undirected,2
76860,257257,Undirected,2
2856,120463,Undirected,3
2856,342096,Undirected,2
2856,352082,Undirected,4
120463,296185,Undirected,2
120463,370706,Undirected,2
296185,342096,Undirected,3
342096,352082,Undirected,2
48796,158972,Undirected,2
48796,210359,Undirected,2
48796,223338,Undirected,2
96714,158972,Undirected,2
96714,210359,Undirected,2
96714,223338,Undirected,2
158972,210359,Undirected,2
158972,223338,Undirected,2
210359,223338,Undirected,2
35055,257959,Undirected,2
220000,300193,Undirected,2
43964,118172,Undirected,3
70506,118172,Undirected,2
69320,124536,Undirected,3
69320,207075,Undirected,3
69320,352711,Undirected,3
69320,387030,Undirected,3
124536,207075,Undirected,3
124536,352711,Undirected,3
124536,387030,Undirected,3
207075,352711,Undirected,3
207075,387030,Undirected,3
352711,387030,Undirected,3
46768,290124,Undirected,2
2856,372120,Undirected,2
352082,372120,Undirected,2
29848,177261,Undirected,2
51438,96997,Undirected,2
54680,128228,Undirected,2
56900,209093,Undirected,5
56900,301874,Undirected,6
56900,338444,Undirected,5
56900,371340,Undirected,5
140538,209093,Undirected,6
140538,338444,Undirected,5
209093,338444,Undirected,5
209093,361672,Undirected,4
301874,338444,Undirected,5
338444,361672,Undirected,3
338444,371340,Undirected,5
338444,371359,Undirected,5
62507,190479,Undirected,2
41653,183215,Undirected,3
183215,214000,Undirected,3
83310,314312,Undirected,3
134003,314312,Undirected,2
41653,126918,Undirected,3
41653,164585,Undirected,2
41653,374544,Undirected,3
126918,214000,Undirected,2
164585,214000,Undirected,2
164585,296194,Undirected,2
144644,383523,Undirected,2
43904,117627,Undirected,4
43904,128298,Undirected,3
127098,274499,Undirected,2
268819,285408,Undirected,2
63788,163539,Undirected,2
163539,390661,Undirected,2
14407,317546,Undirected,2
28315,32335,Undirected,2
28315,35871,Undirected,2
28315,77429,Undirected,2
28315,148632,Undirected,2
28315,326300,Undirected,2
178246,326300,Undirected,2
49961,59291,Undirected,3
49961,92777,Undirected,2
49961,158123,Undirected,2
49961,309679,Undirected,3
49961,314554,Undirected,3
49961,387558,Undirected,2
49961,388027,Undirected,3
59291,92777,Undirected,2
59291,158123,Undirected,8
59291,309679,Undirected,6
59291,314554,Undirected,4
92777,158123,Undirected,2
92777,387558,Undirected,2
92777,388027,Undirected,3
158123,309679,Undirected,4
158123,314554,Undirected,2
158123,380399,Undirected,4
158123,387558,Undirected,7
158123,388027,Undirected,8
309679,314554,Undirected,5
309679,380399,Undirected,5
309679,387558,Undirected,4
309679,388027,Undirected,6
314554,380399,Undirected,6
314554,387558,Undirected,2
314554,388027,Undirected,5
63788,375666,Undirected,2
375666,390661,Undirected,2
46699,203298,Undirected,2
40973,208432,Undirected,2
175032,293324,Undirected,2
177850,293324,Undirected,2
41102,278397,Undirected,2
107140,260589,Undirected,2
168284,278397,Undirected,2
210359,278397,Undirected,2
260589,304495,Undirected,2
278397,301611,Undirected,2
57171,316278,Undirected,2
3378,240463,Undirected,4
31830,211766,Undirected,2
106634,211766,Undirected,2
106634,240463,Undirected,4
181522,211766,Undirected,3
181522,262486,Undirected,3
211766,262486,Undirected,2
211766,310585,Undirected,2
38739,177032,Undirected,2
38739,334401,Undirected,2
143451,177032,Undirected,2
143451,314126,Undirected,2
177032,334401,Undirected,2
314126,318449,Undirected,2
314126,361642,Undirected,2
318449,361642,Undirected,2
38659,121457,Undirected,2
38659,224866,Undirected,2
38659,311231,Undirected,2
121457,224866,Undirected,2
368059,382286,Undirected,2
162203,224699,Undirected,2
162203,311230,Undirected,2
224699,311230,Undirected,2
186471,282590,Undirected,2
186471,370733,Undirected,3
189830,250618,Undirected,2
250618,282590,Undirected,2
250618,295216,Undirected,2
282590,314035,Undirected,2
295216,299956,Undirected,2
295216,314035,Undirected,2
314035,370733,Undirected,2
76850,271493,Undirected,2
76850,282887,Undirected,2
257257,271493,Undirected,2
271493,282887,Undirected,3
271493,378177,Undirected,3
282887,353193,Undirected,2
201442,346354,Undirected,4
158546,160449,Undirected,2
158546,163186,Undirected,2
158546,170177,Undirected,2
158546,211297,Undirected,2
158546,261720,Undirected,2
160449,373119,Undirected,2
163186,373119,Undirected,2
163186,390678,Undirected,2
170177,373119,Undirected,2
211297,368248,Undirected,2
211297,373119,Undirected,2
261720,373119,Undirected,2
6234,160224,Undirected,2
118519,160224,Undirected,2
3378,296447,Undirected,3
3378,375764,Undirected,3
240463,296447,Undirected,3
243557,296447,Undirected,2
88338,367961,Undirected,2
209224,351738,Undirected,2
121244,125687,Undirected,2
92381,198793,Undirected,2
93391,119002,Undirected,3
93391,192500,Undirected,3
93391,213958,Undirected,2
93391,278752,Undirected,3
93391,337898,Undirected,3
119002,192500,Undirected,3
119002,278752,Undirected,3
119002,337898,Undirected,3
192500,213958,Undirected,2
192500,278752,Undirected,3
192500,337898,Undirected,3
213958,278752,Undirected,2
278752,337898,Undirected,3
186630,195461,Undirected,2
49384,295270,Undirected,3
295270,316891,Undirected,3
60665,64783,Undirected,2
60665,209807,Undirected,2
60665,337240,Undirected,2
64783,103895,Undirected,2
64783,209807,Undirected,2
64783,312153,Undirected,2
64783,337240,Undirected,2
103895,209807,Undirected,2
103895,312153,Undirected,2
103895,337240,Undirected,2
127566,209807,Undirected,2
209807,312153,Undirected,2
209807,337240,Undirected,2
312153,337240,Undirected,2
37084,290955,Undirected,2
39534,290955,Undirected,2
39534,296601,Undirected,2
290955,296601,Undirected,2
68867,214262,Undirected,2
47806,342781,Undirected,2
273174,352493,Undirected,2
313848,352493,Undirected,2
325185,352493,Undirected,2
352493,368450,Undirected,2
131427,265464,Undirected,2
71785,76849,Undirected,2
42528,45858,Undirected,2
42528,97422,Undirected,2
45858,215829,Undirected,2
270895,299911,Undirected,4
187503,357000,Undirected,2
50451,352489,Undirected,2
40776,54335,Undirected,2
40776,102519,Undirected,2
54335,102519,Undirected,2
57447,142149,Undirected,2
57447,289866,Undirected,2
142149,289866,Undirected,2
142149,384486,Undirected,2
289866,384486,Undirected,2
170907,341257,Undirected,2
280128,341257,Undirected,2
159981,249518,Undirected,2
159981,280128,Undirected,2
212072,387877,Undirected,2
249518,387877,Undirected,2
252483,387877,Undirected,2
280128,387877,Undirected,3
170907,173604,Undirected,2
173604,249518,Undirected,2
314511,384401,Undirected,2
33355,208220,Undirected,2
33355,250792,Undirected,5
33355,353607,Undirected,2
97422,250792,Undirected,2
97422,308468,Undirected,3
97422,353607,Undirected,2
97422,385749,Undirected,2
156376,385749,Undirected,2
250792,353607,Undirected,2
308468,353607,Undirected,2
91953,191454,Undirected,2
91953,314336,Undirected,2
191454,314336,Undirected,2
134003,161253,Undirected,2
3378,372921,Undirected,2
106634,372921,Undirected,2
181522,372921,Undirected,2
240463,372921,Undirected,2
296447,372921,Undirected,2
372921,375764,Undirected,2
232580,264552,Undirected,2
264552,337229,Undirected,2
161253,170151,Undirected,4
316152,356548,Undirected,3
356548,370945,Undirected,2
49320,373279,Undirected,2
75286,106460,Undirected,2
75286,337600,Undirected,2
106460,337600,Undirected,3
107967,337600,Undirected,2
106460,283097,Undirected,2
283097,337600,Undirected,2
33768,238216,Undirected,4
72378,220329,Undirected,2
72378,317975,Undirected,3
72814,238216,Undirected,3
209224,238216,Undirected,2
220329,238216,Undirected,3
238216,300043,Undirected,2
238216,317975,Undirected,2
88496,170907,Undirected,3
88496,212072,Undirected,2
88496,249518,Undirected,2
88496,252483,Undirected,2
108065,170907,Undirected,2
210905,362518,Undirected,2
95035,146643,Undirected,2
228998,324418,Undirected,2
228998,351592,Undirected,2
228998,377429,Undirected,3
324418,327489,Undirected,2
324418,377429,Undirected,2
581,42917,Undirected,2
118564,164421,Undirected,5
118564,299956,Undirected,7
197472,198779,Undirected,2
132020,352349,Undirected,2
100912,264221,Undirected,3
264221,304549,Undirected,3
25645,159350,Undirected,2
79068,369320,Undirected,2
236441,270895,Undirected,4
270895,335199,Undirected,4
270895,361580,Undirected,2
335199,361580,Undirected,2
182609,252482,Undirected,8
316581,326131,Undirected,3
9233,306188,Undirected,2
87299,181522,Undirected,2
87299,256434,Undirected,2
106634,370853,Undirected,2
211766,243557,Undirected,2
243557,256434,Undirected,2
32016,49476,Undirected,2
32016,388378,Undirected,2
49476,332157,Undirected,2
49476,364514,Undirected,3
49476,388378,Undirected,2
92154,216562,Undirected,2
92154,364514,Undirected,2
92154,388378,Undirected,2
148567,216562,Undirected,2
148567,315010,Undirected,2
148567,364514,Undirected,2
216562,315010,Undirected,2
216562,332157,Undirected,2
216562,364514,Undirected,3
315010,364514,Undirected,2
315010,388378,Undirected,2
332157,364514,Undirected,2
332157,388378,Undirected,3
364514,388378,Undirected,2
167658,352224,Undirected,2
35724,97433,Undirected,2
66337,118148,Undirected,2
66337,176023,Undirected,2
66337,334716,Undirected,2
66337,357003,Undirected,2
118148,176023,Undirected,2
118148,357003,Undirected,2
176023,334716,Undirected,2
176023,357003,Undirected,2
334716,357003,Undirected,2
156228,387691,Undirected,2
156228,387837,Undirected,2
387691,387837,Undirected,2
85934,271493,Undirected,2
85934,288852,Undirected,2
107498,271493,Undirected,2
107498,282887,Undirected,2
107498,288852,Undirected,2
107498,332431,Undirected,2
179166,332431,Undirected,3
271493,288852,Undirected,3
271493,332431,Undirected,2
271493,336674,Undirected,2
282887,288852,Undirected,2
282887,315605,Undirected,2
282887,332431,Undirected,2
288852,332431,Undirected,2
288852,336674,Undirected,2
7333,156376,Undirected,2
54310,212571,Undirected,2
68527,380287,Undirected,2
118289,212571,Undirected,2
156376,380287,Undirected,2
212571,380287,Undirected,2
47085,354816,Undirected,2
353597,354816,Undirected,2
221805,317688,Undirected,2
221805,334151,Undirected,2
317688,334151,Undirected,2
176765,285850,Undirected,2
176765,313848,Undirected,2
33044,260403,Undirected,2
44435,373421,Undirected,10
187460,373421,Undirected,2
44435,218515,Undirected,2
218515,373421,Undirected,2
103544,303001,Undirected,2
103544,342816,Undirected,2
303001,342816,Undirected,2
97422,181355,Undirected,2
97422,275254,Undirected,4
181355,275254,Undirected,2
275254,308468,Undirected,2
24136,28315,Undirected,2
178460,186410,Undirected,2
118260,332157,Undirected,2
118260,388378,Undirected,2
198491,216562,Undirected,2
198491,364514,Undirected,2
284756,335199,Undirected,5
127554,252482,Undirected,4
127554,297410,Undirected,2
252482,297410,Undirected,2
51438,187430,Undirected,2
95833,198793,Undirected,2
187430,198793,Undirected,4
3364,39650,Undirected,3
90425,295144,Undirected,2
295144,353434,Undirected,2
114768,117143,Undirected,2
47424,53698,Undirected,8
47424,161073,Undirected,7
47424,255658,Undirected,4
47424,336674,Undirected,5
53698,190587,Undirected,6
53698,199655,Undirected,4
53698,296766,Undirected,4
53698,337116,Undirected,8
53698,342903,Undirected,6
161073,190587,Undirected,2
161073,199655,Undirected,2
161073,255658,Undirected,9
190587,255658,Undirected,2
190587,336674,Undirected,6
199655,255658,Undirected,3
199655,296766,Undirected,4
199655,336674,Undirected,4
199655,337116,Undirected,3
199655,342903,Undirected,2
255658,296766,Undirected,3
255658,336674,Undirected,4
296766,336674,Undirected,7
296766,337116,Undirected,2
296766,342903,Undirected,4
47424,49462,Undirected,2
47424,62833,Undirected,5
47424,159981,Undirected,5
47424,187880,Undirected,6
47424,267583,Undirected,5
47424,341074,Undirected,2
49462,73203,Undirected,3
49462,159981,Undirected,4
49462,161073,Undirected,7
49462,187880,Undirected,2
49462,267583,Undirected,3
73203,178599,Undirected,2
159981,341074,Undirected,2
161073,178599,Undirected,2
178599,187880,Undirected,2
187880,267583,Undirected,6
49462,72814,Undirected,3
49462,187426,Undirected,2
49462,255658,Undirected,5
49462,269310,Undirected,2
49462,281920,Undirected,8
49462,355129,Undirected,6
72814,82995,Undirected,2
72814,255658,Undirected,4
72814,269310,Undirected,2
187426,255658,Undirected,3
187426,355129,Undirected,5
255658,281920,Undirected,7
255658,355129,Undirected,6
39462,47424,Undirected,6
39462,255658,Undirected,2
39462,341074,Undirected,2
87115,255658,Undirected,3
255658,288793,Undirected,5
255658,294879,Undirected,2
288793,341074,Undirected,3
47424,255665,Undirected,3
47424,256964,Undirected,2
50083,161073,Undirected,4
50083,256964,Undirected,2
62833,163206,Undirected,2
73203,163206,Undirected,4
73203,256964,Undirected,2
161073,163206,Undirected,6
161073,256964,Undirected,3
163206,255665,Undirected,2
255665,256964,Undirected,2
48517,255665,Undirected,7
48517,298757,Undirected,8
48517,305988,Undirected,2
48517,360041,Undirected,2
69755,305988,Undirected,4
69755,360041,Undirected,3
161073,305988,Undirected,2
161073,360041,Undirected,2
214283,298757,Undirected,4
214283,305988,Undirected,3
214283,360041,Undirected,3
255665,298757,Undirected,5
255665,305988,Undirected,2
278534,360041,Undirected,6
298757,305988,Undirected,3
298757,360041,Undirected,2
14074,216640,Undirected,3
14074,255658,Undirected,4
87115,216640,Undirected,2
161073,216640,Undirected,4
216640,255658,Undirected,4
216640,288793,Undirected,2
216640,355129,Undirected,3
14074,49462,Undirected,4
49462,87115,Undirected,3
49462,216640,Undirected,3
49462,256964,Undirected,2
49462,288793,Undirected,5
256964,281920,Undirected,3
62833,105560,Undirected,5
62833,255658,Undirected,2
73203,105560,Undirected,3
73203,255658,Undirected,2
105560,255658,Undirected,2
161073,273980,Undirected,4
163206,255658,Undirected,4
163206,294879,Undirected,2
49462,163206,Undirected,3
49462,336674,Undirected,4
163206,355129,Undirected,2
39462,49462,Undirected,3
39462,167902,Undirected,2
39462,330233,Undirected,2
53364,167902,Undirected,2
85934,167902,Undirected,2
161073,167902,Undirected,5
167902,288793,Undirected,2
167902,330233,Undirected,4
167902,336674,Undirected,6
53364,92154,Undirected,3
92154,161073,Undirected,15
92154,288793,Undirected,3
92154,387609,Undirected,2
161073,278636,Undirected,3
162655,278636,Undirected,3
162655,294879,Undirected,3
162655,387609,Undirected,3
278636,288793,Undirected,4
278636,294879,Undirected,3
278636,336674,Undirected,2
278636,387609,Undirected,3
287643,336674,Undirected,2
287643,387609,Undirected,2
288793,387609,Undirected,4
294879,387609,Undirected,3
336674,387609,Undirected,4
39462,278636,Undirected,2
39462,387609,Undirected,2
53364,341074,Undirected,2
162655,341074,Undirected,2
278636,341074,Undirected,2
336674,341074,Undirected,3
341074,387609,Undirected,2
77237,128010,Undirected,2
77237,335190,Undirected,2
128010,284633,Undirected,2
284633,364638,Undirected,2
3231,386007,Undirected,2
73203,212348,Undirected,6
212348,386007,Undirected,5
278534,336674,Undirected,2
87115,187426,Undirected,3
87115,360041,Undirected,4
156543,187426,Undirected,2
194500,360041,Undirected,3
281920,360041,Undirected,2
73203,333457,Undirected,2
107967,333457,Undirected,2
137560,250271,Undirected,2
278534,333457,Undirected,2
69755,88958,Undirected,2
69755,353590,Undirected,7
69755,378177,Undirected,4
75581,88958,Undirected,2
75581,353590,Undirected,8
88958,122576,Undirected,2
88958,212072,Undirected,2
88958,336674,Undirected,2
88958,353590,Undirected,2
163464,353590,Undirected,12
212072,353590,Undirected,4
250271,353590,Undirected,10
353590,378177,Undirected,2
353590,386007,Undirected,6
69755,214837,Undirected,2
75581,214837,Undirected,2
163464,214837,Undirected,2
214283,214837,Undirected,2
214283,339608,Undirected,2
341074,386007,Undirected,10
216640,336674,Undirected,2
39884,256178,Undirected,2
77237,249399,Undirected,2
249399,256178,Undirected,2
249399,299956,Undirected,2
31830,33768,Undirected,2
31830,312539,Undirected,2
31830,372289,Undirected,2
33768,124408,Undirected,2
33768,312539,Undirected,2
124408,220329,Undirected,2
124408,317975,Undirected,2
312539,372289,Undirected,2
137761,245765,Undirected,2
245765,373091,Undirected,5
20873,370979,Undirected,2
183734,370979,Undirected,2
257171,370979,Undirected,2
222178,331029,Undirected,2
93391,287957,Undirected,2
119002,287957,Undirected,2
192500,287957,Undirected,2
278752,287957,Undirected,2
14414,179135,Undirected,2
21258,76214,Undirected,4
76214,142149,Undirected,4
76214,186906,Undirected,5
119795,166091,Undirected,2
121390,185943,Undirected,2
185943,243557,Undirected,2
185943,309800,Undirected,3
243557,309800,Undirected,2
11715,185943,Undirected,2
11715,284663,Undirected,2
11715,343300,Undirected,2
14074,106628,Undirected,2
14074,185943,Undirected,3
14074,248995,Undirected,2
106628,185943,Undirected,2
106628,248995,Undirected,2
76214,181707,Undirected,3
76214,265988,Undirected,4
76214,340974,Undirected,4
76214,377973,Undirected,3
311495,389213,Undirected,2
156436,161367,Undirected,2
156436,164010,Undirected,2
156436,264564,Undirected,2
161367,164010,Undirected,2
161367,264564,Undirected,2
35526,386797,Undirected,3
104362,386797,Undirected,2
56202,370951,Undirected,2
250485,270895,Undirected,2
242695,318564,Undirected,2
153143,379898,Undirected,2
41359,235261,Undirected,3
60870,120812,Undirected,2
67482,96720,Undirected,2
96720,140163,Undirected,2
186752,282169,Undirected,2
91505,164033,Undirected,3
12919,71025,Undirected,2
41102,71025,Undirected,2
179685,341916,Undirected,2
140538,295422,Undirected,2
92040,266585,Undirected,2
131153,185943,Undirected,2
131153,211766,Undirected,3
131153,243557,Undirected,2
131153,280845,Undirected,2
131153,309800,Undirected,2
131153,365387,Undirected,3
211766,280845,Undirected,2
211766,365387,Undirected,2
106866,308468,Undirected,2
136200,190655,Undirected,2
136200,212571,Undirected,2
212571,243161,Undirected,2
84698,85564,Undirected,2
48402,282329,Undirected,2
56831,68638,Undirected,2
68638,268721,Undirected,2
373435,373977,Undirected,2
20511,262486,Undirected,2
288928,296496,Undirected,2
3364,194842,Undirected,2
231885,297624,Undirected,2
36318,330040,Undirected,2
36318,381922,Undirected,2
178626,381922,Undirected,2
41642,318399,Undirected,2
147928,318399,Undirected,2
15986,183972,Undirected,2
67489,183972,Undirected,2
88381,183972,Undirected,2
183972,289815,Undirected,2
183972,365194,Undirected,2
183972,371507,Undirected,2
