Source,Target,Type,Weight
22637,188240,Undirected,5
22637,190193,Undirected,7
133637,188240,Undirected,4
133637,190193,Undirected,2
134779,188240,Undirected,2
134779,190193,Undirected,5
188240,190193,Undirected,2
194540,198753,Undirected,5
292214,309567,Undirected,2
65612,74080,Undirected,3
73146,74080,Undirected,2
96169,342499,Undirected,2
6697,387979,Undirected,2
9530,231362,Undirected,2
40295,250536,Undirected,2
40295,380811,Undirected,2
107968,120745,Undirected,3
107968,214412,Undirected,4
107968,250536,Undirected,2
107968,380811,Undirected,2
120745,214412,Undirected,2
120745,250536,Undirected,2
214412,250536,Undirected,2
214412,318811,Undirected,2
214412,380811,Undirected,3
318811,380811,Undirected,2
139607,149057,Undirected,6
258869,279664,Undirected,2
211508,264893,Undirected,2
49588,119512,Undirected,2
49588,213583,Undirected,2
49588,354099,Undirected,2
119512,354099,Undirected,4
213583,354099,Undirected,5
131223,220674,Undirected,2
25238,352850,Undirected,2
11309,197895,Undirected,2
11309,213730,Undirected,2
11309,379641,Undirected,2
442,338463,Undirected,2
6649,74599,Undirected,2
197089,314013,Undirected,2
282134,313610,Undirected,2
314013,338463,Undirected,2
109289,353583,Undirected,2
210211,330040,Undirected,2
185046,246736,Undirected,2
47959,96903,Undirected,2
84447,169064,Undirected,2
208743,211376,Undirected,2
67247,70549,Undirected,2
70549,202985,Undirected,4
97326,364172,Undirected,2
61601,240745,Undirected,2
61601,289815,Undirected,2
61601,335269,Undirected,2
289815,310336,Undirected,2
310336,335164,Undirected,2
77113,252286,Undirected,2
252286,296765,Undirected,2
296765,380360,Undirected,2
318389,346569,Undirected,2
346569,380360,Undirected,2
77727,80471,Undirected,2
197348,371500,Undirected,2
150625,150904,Undirected,8
51552,71915,Undirected,2
51552,128715,Undirected,2
71915,242675,Undirected,2
216952,383375,Undirected,2
242675,291921,Undirected,2
98105,362842,Undirected,2
84870,94976,Undirected,2
84870,315015,Undirected,2
7199,94393,Undirected,2
7199,132377,Undirected,2
7199,224783,Undirected,2
7199,321449,Undirected,3
94393,321449,Undirected,2
132377,224783,Undirected,2
30598,297382,Undirected,6
52812,128298,Undirected,3
52812,213958,Undirected,2
52812,281589,Undirected,2
58125,128298,Undirected,3
58125,213958,Undirected,3
58125,301874,Undirected,2
101583,314666,Undirected,3
50436,181630,Undirected,3
42365,132136,Undirected,4
42365,147289,Undirected,2
42365,291902,Undirected,3
42365,373468,Undirected,4
132136,291902,Undirected,9
147289,291902,Undirected,2
291902,373468,Undirected,9
60192,264674,Undirected,2
202263,330942,Undirected,2
76406,248863,Undirected,2
146359,294312,Undirected,2
248863,374021,Undirected,2
312858,324749,Undirected,2
312858,374021,Undirected,4
324749,352773,Undirected,2
59929,357894,Undirected,2
59929,361672,Undirected,3
81344,357894,Undirected,2
81344,361672,Undirected,3
96909,357894,Undirected,3
96909,361672,Undirected,6
170978,357894,Undirected,2
170978,361672,Undirected,3
249179,361672,Undirected,3
260129,361672,Undirected,2
58125,59929,Undirected,2
58125,81344,Undirected,2
58125,88994,Undirected,2
58125,96909,Undirected,2
58125,127566,Undirected,6
58125,170978,Undirected,2
58125,317436,Undirected,5
58125,357894,Undirected,2
58125,361672,Undirected,13
88994,96909,Undirected,3
88994,127566,Undirected,5
88994,317436,Undirected,3
88994,357894,Undirected,5
88994,361672,Undirected,8
166789,317436,Undirected,4
166789,361672,Undirected,6
153825,321152,Undirected,2
281563,313661,Undirected,2
98574,199579,Undirected,3
166850,323096,Undirected,2
48822,81524,Undirected,4
48822,162131,Undirected,2
48822,219695,Undirected,2
48822,363096,Undirected,4
48822,364329,Undirected,2
58205,219695,Undirected,7
81524,219695,Undirected,2
81524,363096,Undirected,2
96454,109264,Undirected,2
96454,219695,Undirected,2
109264,219695,Undirected,9
110280,219695,Undirected,2
162131,219695,Undirected,2
162131,363096,Undirected,3
219695,363096,Undirected,2
300447,339696,Undirected,2
24759,297334,Undirected,2
98334,113319,Undirected,2
141634,242675,Undirected,2
150625,189719,Undirected,6
150625,316827,Undirected,4
150904,189719,Undirected,6
150904,316827,Undirected,4
189719,316827,Undirected,4
264897,301057,Undirected,2
301057,367834,Undirected,2
308389,363216,Undirected,2
308389,367834,Undirected,2
108156,257327,Undirected,2
83846,306770,Undirected,2
76089,198537,Undirected,2
204061,368574,Undirected,2
22548,200024,Undirected,2
22674,332499,Undirected,2
100740,200024,Undirected,2
42095,231297,Undirected,2
111274,167246,Undirected,4
111274,232588,Undirected,2
111274,388561,Undirected,2
167246,232588,Undirected,2
180900,330000,Undirected,2
98824,130522,Undirected,2
21388,230079,Undirected,2
48159,48194,Undirected,2
48159,126460,Undirected,2
48159,230079,Undirected,2
48194,78007,Undirected,2
48194,230079,Undirected,3
48194,266155,Undirected,3
126460,230079,Undirected,2
306952,310336,Undirected,2
3330,315017,Undirected,3
367782,384857,Undirected,2
35526,78000,Undirected,3
35526,147196,Undirected,4
35526,245765,Undirected,2
35526,329250,Undirected,2
41642,245765,Undirected,2
35526,134069,Undirected,25
94467,369931,Undirected,2
171382,285495,Undirected,2
151713,370279,Undirected,3
336490,370279,Undirected,2
296449,298109,Undirected,2
298109,300674,Undirected,2
149237,306587,Undirected,2
66200,102929,Undirected,3
102929,130758,Undirected,2
130758,248939,Undirected,3
44177,251202,Undirected,2
210205,336608,Undirected,2
41608,113319,Undirected,4
41608,231521,Undirected,2
108587,301006,Undirected,2
262248,273034,Undirected,4
165975,172179,Undirected,3
166603,170016,Undirected,2
146510,179252,Undirected,2
179252,327846,Undirected,2
14597,144511,Undirected,2
65141,96087,Undirected,2
25922,363210,Undirected,2
244218,363210,Undirected,2
83234,170455,Undirected,2
127566,386389,Undirected,2
244218,386389,Undirected,2
229302,255464,Undirected,2
101583,373091,Undirected,2
104329,184297,Undirected,2
104329,373091,Undirected,2
184297,373091,Undirected,2
137746,162937,Undirected,2
137746,167793,Undirected,2
137746,209819,Undirected,2
137746,394058,Undirected,2
162937,167793,Undirected,2
162937,209819,Undirected,2
162937,394058,Undirected,2
167793,209819,Undirected,2
167793,394058,Undirected,2
209819,394058,Undirected,2
2571,364722,Undirected,2
32277,77551,Undirected,2
207980,267242,Undirected,2
267242,317737,Undirected,2
166704,255296,Undirected,2
166850,255296,Undirected,2
214262,255296,Undirected,2
209056,229096,Undirected,2
209056,270559,Undirected,3
103979,180548,Undirected,2
103979,206618,Undirected,2
180548,206618,Undirected,4
107968,340077,Undirected,2
93302,249640,Undirected,5
90270,307406,Undirected,2
90270,387791,Undirected,2
307406,387791,Undirected,2
49428,206960,Undirected,3
134678,319651,Undirected,2
141582,191045,Undirected,2
141582,257505,Undirected,2
191045,257505,Undirected,2
191045,319651,Undirected,2
81837,95064,Undirected,2
6671,264038,Undirected,2
174426,242670,Undirected,2
114768,188654,Undirected,2
114768,324362,Undirected,2
114768,344453,Undirected,3
188654,218094,Undirected,11
188654,324362,Undirected,5
188654,344453,Undirected,3
218094,324362,Undirected,3
218094,344453,Undirected,5
324362,344453,Undirected,2
28143,127566,Undirected,3
28143,142710,Undirected,3
127566,142710,Undirected,3
142710,168440,Undirected,2
142710,191314,Undirected,2
142710,207737,Undirected,2
142710,281589,Undirected,2
168440,191314,Undirected,2
168440,207737,Undirected,2
168440,281589,Undirected,2
191314,207737,Undirected,2
191314,281589,Undirected,2
207737,281589,Undirected,2
60870,317950,Undirected,2
218479,320100,Undirected,2
105110,202669,Undirected,2
105110,355773,Undirected,2
202669,355773,Undirected,2
300603,355773,Undirected,2
300603,385306,Undirected,2
102161,350452,Undirected,2
144188,350452,Undirected,2
149368,350452,Undirected,2
186429,307123,Undirected,2
186429,380203,Undirected,2
307123,350452,Undirected,3
350452,380204,Undirected,2
112512,140578,Undirected,2
194373,242874,Undirected,2
182579,323230,Undirected,2
182579,361900,Undirected,2
70077,151340,Undirected,2
90314,316227,Undirected,2
105765,347706,Undirected,2
194919,234290,Undirected,2
234290,308465,Undirected,2
234290,363251,Undirected,2
347706,375487,Undirected,2
344515,379701,Undirected,2
229083,385609,Undirected,2
221640,272841,Undirected,2
90314,194531,Undirected,2
166418,228198,Undirected,2
30539,230551,Undirected,2
30539,241849,Undirected,2
98991,241849,Undirected,3
230551,241849,Undirected,2
61602,119460,Undirected,2
151283,309567,Undirected,3
130971,319373,Undirected,2
266926,319373,Undirected,3
294782,319373,Undirected,3
88522,208643,Undirected,2
256300,391912,Undirected,2
198553,220367,Undirected,2
137580,201561,Undirected,2
190721,206399,Undirected,2
206399,361174,Undirected,2
186285,266315,Undirected,3
186285,338253,Undirected,2
15701,244338,Undirected,2
134069,144498,Undirected,3
144498,323584,Undirected,3
64120,319192,Undirected,4
180817,314126,Undirected,2
35526,77530,Undirected,4
35526,186285,Undirected,11
35526,206913,Undirected,4
35526,222872,Undirected,2
35526,223487,Undirected,4
35526,314666,Undirected,9
77530,314666,Undirected,2
186285,223487,Undirected,3
186285,314666,Undirected,4
222872,314666,Undirected,3
223487,266315,Undirected,2
223487,314666,Undirected,3
119973,249626,Undirected,3
119973,309457,Undirected,2
87872,318215,Undirected,2
265151,327990,Undirected,2
4896,140027,Undirected,2
4896,271356,Undirected,2
81450,271356,Undirected,2
140027,266926,Undirected,2
140027,271356,Undirected,2
175746,181253,Undirected,2
175746,301144,Undirected,2
181253,301144,Undirected,5
36041,94175,Undirected,2
62771,90270,Undirected,2
62771,281933,Undirected,4
62771,339103,Undirected,2
90270,94175,Undirected,2
90270,281933,Undirected,2
90270,339103,Undirected,2
281933,339103,Undirected,2
82710,165879,Undirected,2
82710,270316,Undirected,2
82710,271694,Undirected,2
88706,270316,Undirected,2
88706,328284,Undirected,2
270316,328284,Undirected,2
271694,321603,Undirected,2
271694,328284,Undirected,4
165588,283386,Undirected,2
175101,295401,Undirected,2
17195,144716,Undirected,2
144716,248705,Undirected,2
144716,309443,Undirected,2
181492,371359,Undirected,4
94681,197854,Undirected,2
267231,333562,Undirected,5
333562,374021,Undirected,2
65612,94932,Undirected,2
208870,274998,Undirected,2
76471,259873,Undirected,2
60489,81468,Undirected,2
60489,131052,Undirected,2
210300,273210,Undirected,2
52964,264811,Undirected,3
264811,315639,Undirected,2
42900,64783,Undirected,2
64783,169719,Undirected,3
64783,375558,Undirected,2
175545,185222,Undirected,2
371359,375558,Undirected,3
32669,149374,Undirected,2
45661,380203,Undirected,2
149374,320207,Undirected,3
149374,383697,Undirected,5
149374,388288,Undirected,3
154493,320207,Undirected,2
154493,383697,Undirected,2
154493,388288,Undirected,2
320207,380203,Undirected,3
383697,388288,Undirected,3
93226,237686,Undirected,2
93226,342702,Undirected,2
314083,363627,Undirected,3
100638,338444,Undirected,2
130671,289032,Undirected,2
314619,377175,Undirected,2
40932,97433,Undirected,2
40932,213958,Undirected,2
93318,97433,Undirected,2
93318,213958,Undirected,2
97433,172611,Undirected,4
172611,196643,Undirected,2
196643,213958,Undirected,2
252821,385103,Undirected,2
171156,363036,Undirected,2
203431,314013,Undirected,2
47908,270559,Undirected,2
47908,321170,Undirected,2
112613,242796,Undirected,2
112613,270559,Undirected,2
112613,360755,Undirected,2
112613,383523,Undirected,2
242796,321170,Undirected,2
242796,383523,Undirected,2
355850,383523,Undirected,3
234290,393698,Undirected,2
54169,105150,Undirected,2
220872,246085,Undirected,2
22421,80944,Undirected,2
6334,50836,Undirected,10
6334,271016,Undirected,8
50836,271016,Undirected,9
18906,326865,Undirected,2
25107,71532,Undirected,2
71532,259203,Undirected,2
35871,231885,Undirected,2
35871,387979,Undirected,2
70633,144029,Undirected,2
199310,268634,Undirected,2
268634,352317,Undirected,2
101360,315080,Undirected,3
114890,194842,Undirected,3
269237,298826,Undirected,2
180415,241455,Undirected,2
341832,377343,Undirected,2
104500,170491,Undirected,2
104500,184317,Undirected,2
168657,209827,Undirected,2
168657,364300,Undirected,2
168657,383523,Undirected,3
170491,184317,Undirected,2
209827,364300,Undirected,2
209827,383523,Undirected,2
364300,383523,Undirected,2
148176,223918,Undirected,2
55041,92232,Undirected,3
55041,93010,Undirected,3
55041,94134,Undirected,4
55041,184940,Undirected,3
55041,295459,Undirected,2
55041,335208,Undirected,2
92232,93010,Undirected,2
92232,94134,Undirected,2
92232,335208,Undirected,2
93010,184940,Undirected,2
94134,184940,Undirected,2
94134,335208,Undirected,3
94134,370713,Undirected,2
184940,370713,Undirected,2
122941,144680,Undirected,2
9496,83821,Undirected,8
9496,91053,Undirected,8
9496,138505,Undirected,8
83821,91053,Undirected,10
83821,138505,Undirected,11
91053,138505,Undirected,8
9666,42242,Undirected,2
6290,352349,Undirected,2
42009,352349,Undirected,2
177032,366444,Undirected,2
160557,204982,Undirected,3
203208,204982,Undirected,2
70284,112681,Undirected,5
102534,143877,Undirected,2
275295,337341,Undirected,2
46039,326776,Undirected,4
187460,214267,Undirected,2
214267,219312,Undirected,2
214267,326776,Undirected,2
214267,351168,Undirected,2
214442,230180,Undirected,4
230180,326776,Undirected,3
2037,340167,Undirected,2
43904,209093,Undirected,2
133687,340167,Undirected,2
149801,340219,Undirected,2
209093,340167,Undirected,2
209093,371340,Undirected,6
340167,340219,Undirected,11
101698,325491,Undirected,2
325491,384401,Undirected,3
4617,5199,Undirected,2
4617,22488,Undirected,2
4617,60114,Undirected,2
4617,209093,Undirected,2
4617,305651,Undirected,2
5199,22488,Undirected,2
5199,60114,Undirected,4
5199,209093,Undirected,2
5199,305651,Undirected,2
22488,60114,Undirected,2
22488,209093,Undirected,2
22488,305651,Undirected,2
60114,209093,Undirected,2
60114,305651,Undirected,2
209093,305651,Undirected,2
4271,364446,Undirected,2
75321,382495,Undirected,2
235808,382495,Undirected,2
122826,338619,Undirected,2
27822,181828,Undirected,5
27822,184801,Undirected,3
27822,222698,Undirected,2
133127,181828,Undirected,2
133127,184801,Undirected,4
133127,269313,Undirected,2
181828,222698,Undirected,5
181828,269313,Undirected,8
181828,321872,Undirected,6
184801,321872,Undirected,2
269313,321872,Undirected,3
4267,49696,Undirected,3
4267,150718,Undirected,2
4267,206091,Undirected,4
49696,105229,Undirected,4
49696,285401,Undirected,8
49696,334323,Undirected,2
51559,105229,Undirected,7
51559,150718,Undirected,5
49696,254101,Undirected,3
49696,361672,Undirected,3
51552,51559,Undirected,5
51552,77506,Undirected,2
51552,105229,Undirected,5
51552,254101,Undirected,6
51559,77506,Undirected,3
51559,254101,Undirected,6
51559,361672,Undirected,3
77506,105229,Undirected,2
77506,254101,Undirected,2
105229,254101,Undirected,5
254101,361672,Undirected,3
49588,179074,Undirected,2
30282,184498,Undirected,3
96204,139242,Undirected,2
78857,196643,Undirected,2
78857,212552,Undirected,2
106011,330868,Undirected,2
106011,384336,Undirected,2
225889,237686,Undirected,2
225889,357951,Undirected,2
50384,247571,Undirected,2
166850,247571,Undirected,2
169670,247571,Undirected,2
214262,247571,Undirected,2
247571,337276,Undirected,2
19447,46039,Undirected,3
19447,185699,Undirected,2
19447,213367,Undirected,2
46039,185699,Undirected,3
185699,213367,Undirected,2
213367,271256,Undirected,2
271596,350188,Undirected,2
49926,135614,Undirected,3
135614,388044,Undirected,3
206550,335869,Undirected,2
206550,388044,Undirected,2
325164,335869,Undirected,2
335869,387384,Undirected,2
335869,388044,Undirected,2
371850,388044,Undirected,3
387384,388044,Undirected,3
190214,217175,Undirected,2
190214,380202,Undirected,3
217175,380202,Undirected,2
16355,77141,Undirected,2
16355,87737,Undirected,2
125707,241691,Undirected,2
125707,375118,Undirected,2
77506,103622,Undirected,2
77506,130758,Undirected,6
77506,300447,Undirected,3
77506,337229,Undirected,5
77506,364584,Undirected,2
103622,227120,Undirected,2
103622,300447,Undirected,2
130758,227120,Undirected,3
130758,300447,Undirected,3
227120,300447,Undirected,2
300447,337229,Undirected,3
300447,364584,Undirected,2
337229,364584,Undirected,2
175277,313928,Undirected,2
222398,312232,Undirected,2
204008,289675,Undirected,2
298109,318041,Undirected,2
85564,194567,Undirected,3
85564,213958,Undirected,3
194567,391866,Undirected,2
88686,130499,Undirected,2
88686,301137,Undirected,2
88686,304724,Undirected,2
88686,331021,Undirected,2
130499,299985,Undirected,2
130499,301137,Undirected,2
130499,304724,Undirected,2
130499,331021,Undirected,2
130499,353500,Undirected,2
299985,301137,Undirected,2
299985,304724,Undirected,2
299985,331021,Undirected,4
301137,331021,Undirected,2
301137,353500,Undirected,3
304724,331021,Undirected,2
304724,353500,Undirected,2
42117,132788,Undirected,2
320809,352272,Undirected,2
9233,326112,Undirected,2
78000,101583,Undirected,3
78000,326112,Undirected,2
101583,326112,Undirected,3
133498,326112,Undirected,2
134069,326112,Undirected,5
266315,326112,Undirected,2
81450,367077,Undirected,3
287538,327803,Undirected,2
101454,182393,Undirected,2
108680,373421,Undirected,2
182393,373421,Undirected,2
94008,189927,Undirected,2
180850,267148,Undirected,2
107388,323096,Undirected,2
107388,370176,Undirected,2
111925,371892,Undirected,3
166850,371892,Undirected,2
370176,371892,Undirected,2
74761,146643,Undirected,2
99721,321796,Undirected,2
150836,302321,Undirected,2
289633,321796,Undirected,3
290248,321796,Undirected,2
144541,181370,Undirected,2
212715,352413,Undirected,2
48454,105144,Undirected,2
62594,210338,Undirected,2
16355,229551,Undirected,2
159200,229551,Undirected,3
213484,265988,Undirected,2
156071,296602,Undirected,2
204864,283907,Undirected,2
110350,309835,Undirected,2
87737,182352,Undirected,2
87737,234290,Undirected,2
87737,284016,Undirected,2
87737,293368,Undirected,3
87737,316362,Undirected,2
108663,182352,Undirected,2
108663,316362,Undirected,2
182352,234290,Undirected,3
182352,293368,Undirected,2
182352,316362,Undirected,4
182352,371276,Undirected,3
234290,316362,Undirected,2
234290,371276,Undirected,4
316362,371276,Undirected,2
21353,79961,Undirected,2
21353,155223,Undirected,2
98213,100564,Undirected,2
187359,377788,Undirected,2
178747,366607,Undirected,2
178747,382917,Undirected,2
336366,386207,Undirected,3
21353,245014,Undirected,2
110208,212685,Undirected,2
212685,258497,Undirected,2
38736,93565,Undirected,2
60543,88381,Undirected,2
93565,168023,Undirected,3
17961,352180,Undirected,2
72416,188936,Undirected,4
72416,215140,Undirected,2
72416,382653,Undirected,2
188936,382653,Undirected,2
215140,267242,Undirected,2
215140,346542,Undirected,2
215140,382653,Undirected,2
20686,62970,Undirected,2
20686,169755,Undirected,2
62970,169755,Undirected,2
169755,334154,Undirected,2
88686,297393,Undirected,3
128322,283081,Undirected,2
166850,283934,Undirected,3
166850,297393,Undirected,3
283081,297393,Undirected,2
283081,362740,Undirected,2
297393,362740,Undirected,2
42900,169723,Undirected,3
139304,175545,Undirected,3
139304,314576,Undirected,3
140538,169723,Undirected,3
140538,187507,Undirected,2
140538,314576,Undirected,5
169723,175545,Undirected,3
169723,205621,Undirected,3
175545,301874,Undirected,4
175545,314576,Undirected,4
301874,314576,Undirected,3
51053,85075,Undirected,2
51053,87737,Undirected,3
51053,172279,Undirected,3
51053,263781,Undirected,3
85075,87737,Undirected,2
85075,172279,Undirected,3
85075,263781,Undirected,3
87737,172279,Undirected,3
87737,263781,Undirected,2
163415,172279,Undirected,2
91766,110939,Undirected,2
178511,228909,Undirected,3
178511,301299,Undirected,3
178511,327054,Undirected,2
228909,289769,Undirected,2
228909,327054,Undirected,3
252475,289769,Undirected,2
45507,125184,Undirected,6
88178,118519,Undirected,2
118519,267418,Undirected,2
118519,369667,Undirected,2
353114,384340,Undirected,2
94134,352219,Undirected,2
45949,67782,Undirected,2
45949,129552,Undirected,2
45949,138289,Undirected,3
45949,160405,Undirected,2
45949,267135,Undirected,2
67782,129552,Undirected,2
67782,138289,Undirected,2
67782,160405,Undirected,2
67782,267135,Undirected,2
67782,378274,Undirected,2
129552,138289,Undirected,2
129552,160405,Undirected,2
129552,267135,Undirected,2
129552,378274,Undirected,2
138289,160405,Undirected,2
138289,267135,Undirected,2
138289,378274,Undirected,2
160405,267135,Undirected,2
160405,378274,Undirected,2
267135,378274,Undirected,2
186429,217019,Undirected,2
140941,184801,Undirected,7
140941,320485,Undirected,2
110482,125934,Undirected,2
110482,272412,Undirected,2
125934,272412,Undirected,2
125934,318399,Undirected,3
272412,318399,Undirected,2
16635,160925,Undirected,2
16635,205219,Undirected,2
205219,375414,Undirected,2
127183,157813,Undirected,2
103529,175390,Undirected,2
103529,354861,Undirected,2
162203,209056,Undirected,2
162203,354861,Undirected,3
209056,309719,Undirected,2
68292,371357,Undirected,2
371357,387579,Undirected,2
80857,338644,Undirected,2
74599,106135,Undirected,2
74599,314858,Undirected,2
305576,314858,Undirected,2
42117,115504,Undirected,2
244218,375414,Undirected,2
134666,173258,Undirected,2
134666,192354,Undirected,2
134666,235813,Undirected,2
134666,264661,Undirected,2
134666,290890,Undirected,2
173258,192354,Undirected,2
173258,235813,Undirected,2
173258,264661,Undirected,2
192354,235813,Undirected,2
192354,264661,Undirected,2
235813,264661,Undirected,2
272084,279309,Undirected,2
272084,382416,Undirected,2
272084,388686,Undirected,2
279309,382416,Undirected,2
279309,388686,Undirected,2
382416,388686,Undirected,2
42576,380484,Undirected,2
139386,234797,Undirected,2
139386,370713,Undirected,2
219755,234797,Undirected,2
141965,155386,Undirected,2
155386,194243,Undirected,2
18006,219992,Undirected,2
92773,219992,Undirected,2
63930,372128,Undirected,2
138874,372128,Undirected,2
197731,372128,Undirected,2
372120,372128,Undirected,2
159716,293979,Undirected,2
181828,252482,Undirected,2
181828,305073,Undirected,2
181828,355570,Undirected,2
225797,316235,Undirected,2
225797,355570,Undirected,4
252482,355570,Undirected,8
297593,305073,Undirected,2
316235,355570,Undirected,3
312298,368574,Undirected,2
111989,188109,Undirected,2
182352,202684,Undirected,3
182352,342781,Undirected,2
316362,342781,Undirected,2
16931,309443,Undirected,2
103521,312683,Undirected,2
103781,312683,Undirected,2
184715,316062,Undirected,2
198753,302478,Undirected,5
291120,302138,Undirected,2
130795,373896,Undirected,2
96206,118654,Undirected,3
92065,167913,Undirected,2
27409,345840,Undirected,2
188109,345840,Undirected,2
188109,388940,Undirected,2
140413,182870,Undirected,3
93678,223602,Undirected,8
124210,307180,Undirected,3
78194,132592,Undirected,2
131219,310659,Undirected,3
49659,245480,Undirected,2
41949,44594,Undirected,13
41949,175101,Undirected,4
41949,269463,Undirected,12
41949,301885,Undirected,9
173258,182579,Undirected,2
197477,241455,Undirected,2
295595,339389,Undirected,2
83907,320574,Undirected,2
160747,184559,Undirected,2
184559,294618,Undirected,2
184559,368574,Undirected,2
76185,337940,Undirected,2
216030,235316,Undirected,2
216030,337940,Undirected,2
6778,12156,Undirected,2
6778,94955,Undirected,2
12156,94955,Undirected,2
12156,146510,Undirected,2
68292,94955,Undirected,2
146510,326575,Undirected,2
316784,339112,Undirected,2
316784,360541,Undirected,2
339112,346542,Undirected,2
346542,360541,Undirected,3
49436,118519,Undirected,3
118519,295248,Undirected,2
82583,84367,Undirected,3
82583,212506,Undirected,3
159714,176909,Undirected,2
2858,95969,Undirected,2
2858,319373,Undirected,2
95969,319373,Undirected,4
49977,86975,Undirected,3
86975,93179,Undirected,2
86975,123832,Undirected,2
52751,76435,Undirected,2
88697,235374,Undirected,2
237017,318478,Undirected,3
37169,48895,Undirected,3
37169,244978,Undirected,2
37169,313906,Undirected,2
10430,290785,Undirected,2
10430,326758,Undirected,2
69055,326758,Undirected,2
69055,371176,Undirected,2
151885,326758,Undirected,2
151885,371176,Undirected,2
116786,331021,Undirected,2
176714,244535,Undirected,2
176714,331021,Undirected,2
244535,245917,Undirected,3
317092,331021,Undirected,2
319114,343112,Undirected,2
319561,382801,Undirected,2
168496,206399,Undirected,2
79067,179357,Undirected,2
160405,170460,Undirected,2
160405,179357,Undirected,2
160405,189729,Undirected,2
170460,179357,Undirected,2
170460,189729,Undirected,2
179357,189729,Undirected,2
189729,267363,Undirected,2
267363,312943,Undirected,2
189729,338619,Undirected,2
257725,338619,Undirected,2
31179,38309,Undirected,5
31179,67775,Undirected,4
31179,115980,Undirected,2
31179,252482,Undirected,5
38309,67775,Undirected,4
38309,109889,Undirected,2
38309,146503,Undirected,2
38309,252482,Undirected,6
67775,252482,Undirected,4
115980,314129,Undirected,2
146503,197163,Undirected,2
10895,42847,Undirected,2
42847,181741,Undirected,3
42847,196643,Undirected,3
140578,196643,Undirected,2
181741,220222,Undirected,2
33299,239468,Undirected,2
33299,303742,Undirected,2
199864,260887,Undirected,5
4368,101061,Undirected,2
61969,101061,Undirected,3
61969,341480,Undirected,5
61969,382708,Undirected,2
101061,254101,Undirected,5
101061,285401,Undirected,3
101061,341480,Undirected,3
101061,382708,Undirected,7
285401,300770,Undirected,2
285401,382708,Undirected,4
300770,341480,Undirected,2
341480,382708,Undirected,3
93602,109352,Undirected,2
93602,126512,Undirected,2
109352,306587,Undirected,2
87737,166744,Undirected,2
240126,338884,Undirected,3
338884,387384,Undirected,2
188704,352977,Undirected,2
121501,211979,Undirected,2
82334,108156,Undirected,2
255678,264897,Undirected,2
264897,276918,Undirected,2
40399,108288,Undirected,2
147908,386334,Undirected,2
290746,386334,Undirected,2
76394,287386,Undirected,2
192246,272386,Undirected,2
192246,333948,Undirected,3
193891,287386,Undirected,2
272386,333948,Undirected,2
106011,262246,Undirected,2
181741,221939,Undirected,3
181741,222398,Undirected,2
308,17991,Undirected,5
308,182870,Undirected,4
308,222202,Undirected,3
308,346153,Undirected,2
308,386274,Undirected,2
17991,182870,Undirected,5
17991,222202,Undirected,3
17991,346153,Undirected,2
182870,222202,Undirected,5
182870,346153,Undirected,4
222202,346153,Undirected,3
37719,195409,Undirected,4
127724,325064,Undirected,2
195409,206815,Undirected,2
195409,325064,Undirected,3
206815,325064,Undirected,2
95411,269502,Undirected,2
309567,331009,Undirected,2
91920,290327,Undirected,2
108587,393721,Undirected,2
331029,393721,Undirected,2
32669,36740,Undirected,2
32781,352219,Undirected,2
4482,298353,Undirected,2
65017,175785,Undirected,2
27094,55786,Undirected,2
38111,132318,Undirected,2
110208,172486,Undirected,2
29453,331021,Undirected,2
111448,299815,Undirected,2
50440,50838,Undirected,2
237531,312683,Undirected,2
267391,338884,Undirected,2
297864,338884,Undirected,2
206552,386334,Undirected,2
64888,163903,Undirected,2
205248,316323,Undirected,3
108672,329871,Undirected,2
179319,185049,Undirected,2
179319,361672,Undirected,6
329871,361672,Undirected,2
340219,386236,Undirected,3
248916,250013,Undirected,2
140163,225269,Undirected,2
4360,35250,Undirected,2
175214,323909,Undirected,3
175214,388392,Undirected,2
185552,262723,Undirected,2
218094,262723,Undirected,2
262723,388392,Undirected,4
45620,314852,Undirected,2
108837,135971,Undirected,2
108837,162856,Undirected,2
108837,171228,Undirected,2
108837,211028,Undirected,2
108837,391912,Undirected,2
135971,162856,Undirected,2
135971,171228,Undirected,2
135971,211028,Undirected,2
135971,391912,Undirected,2
162856,171228,Undirected,2
162856,211028,Undirected,2
162856,391912,Undirected,2
171228,211028,Undirected,2
171228,296295,Undirected,2
171228,391912,Undirected,2
211028,391912,Undirected,2
237835,251202,Undirected,3
4403,141401,Undirected,2
20637,141401,Undirected,2
91563,264908,Undirected,2
373859,382840,Undirected,2
382840,387837,Undirected,2
167819,354099,Undirected,2
164206,182289,Undirected,3
128313,305370,Undirected,2
17356,70274,Undirected,2
133433,222948,Undirected,2
133433,263966,Undirected,2
139314,379641,Undirected,2
187716,212830,Undirected,2
82583,139556,Undirected,3
59137,353500,Undirected,3
126416,262858,Undirected,2
126416,313928,Undirected,2
187676,353500,Undirected,2
262858,290532,Undirected,2
140941,319731,Undirected,2
75232,151283,Undirected,2
10890,147702,Undirected,2
128707,242450,Undirected,2
351254,387072,Undirected,2
33449,386076,Undirected,2
311274,332555,Undirected,2
206550,267135,Undirected,2
52751,101653,Undirected,2
58125,371359,Undirected,14
164114,371359,Undirected,2
185222,223428,Undirected,2
185222,392537,Undirected,2
371359,392537,Undirected,2
140578,334712,Undirected,3
170910,334712,Undirected,2
